year,month,day,country,state,city,hour,minute,operator,flight,actype,registration,cn_ln,ground,summary,route,totalAboard,passengerAboard,crewAboard,totalFatality,passengerFatality,crewFatality
1994,7,17,Dem. Rep. Congo,?,Boma,0,0,Sankuru Air Service,?,Yakovlev 40D,RA-87256,9311326,0,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.,,9,5,4,5,3,2
1994,7,19,Panama,?,Colon,16,30,Alas Chiricanas,?,Embraer 110P1 Bandeirante,HP-1202AC,110-375,0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,"Colon,Panama City",21,18,3,21,18,3
1994,7,26,Indonesia,East Kalimantan,?,0,0,Airfast Services,?,Sikorsky S-58ET,PK-OBT,58-1098,0,The helicopter crashed 5 minutes after taking off from Kilo Lima.,"Kilo Lima,Kelawit",18,16,2,18,16,2
1994,8,5,Russia,?,Boda,8,50,Military - Russian Air Force,?,Antonov AN-12,?,?,0,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.,"Dzhida,Boda",47,41,6,47,41,6
1994,8,7,United States of America,Alaska,Kodiak,13,55,Air Taxi - Uyak Air Services Inc.,?,de Havilland DHC-2,N126UA,?,0,Continued VFR flight into IMC.,,7,6,1,6,5,1
1994,8,10,South Korea,?,Cheju,11,22,Korean Airlines,2033,Airbus A300B4-622R,HL-7296,583,0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.,"Seoul,Cheju",160,152,8,0,0,0
1994,8,11,United States of America,Alaska,Alsworth,17,0,Air Taxi - Talon Air Services Inc.,?,de Havilland DHC-2,N17394,495,0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.,"Caribou Lake, AK,Nikiski, AK",3,2,1,3,2,1
1994,8,12,United States of America,New Jersey,Whiting,21,5,Air Taxi - National Helicopters,?,Bell 206L-4,N124NH,52089,0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.,"New York, NY,Atlantic City, NJ",3,2,1,3,2,1
1994,8,21,Morocco,?,Agadir,0,0,Royal Air Maroc,630,Aerospatiale ATR-42-300,CN-CDT,127,0,"The aircraft entered a steep dive from 16,000 ft. and crashed 10 minutes after taking off from Agadir. The pilot was blamed for disconnecting the autopilot and deliberately causing the crash and committing suicide. This was challenged by the Moroccan Pilot's Union.","Agadir,Casablanca",44,40,4,44,40,4
1994,9,8,United States of America,Pennsylvania,Aliquippa,19,3,USAir,427,Boeing B-737-3B7,N513AU,23699/1452,0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence.","Chicago,Pittsburgh",132,127,5,132,127,5
1994,9,13,Nigeria,?,Abuja,12,5,Aerocontroctors - Charter,?,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,538,0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence.","Lagos,Abuja",5,3,2,3,2,1
1994,9,17,Canada,?,Fish Egg Inlet,11,48,Pacific Coastal Airlines,?,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,36,0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.,"Fish Egg Inlet,Pruth Bay",4,2,2,3,2,1
1994,9,18,Algeria,?,Tamanrasset,8,7,Oriental Airlines,?,BAC One-Eleven 515FB,5N-IMO,229,0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed.","Tunis,Tamanrasset",39,32,7,5,3,2
1994,9,23,China,?,Hong Kong,19,15,Heavylift Cargo Airlines,?,Lockheed L-100-30 Hercules,PK-PLV,4826,0,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed.","Hong Kong,Jakarta",12,6,6,6,3,3
1994,9,26,Russia,?,Vanavera,17,37,Cheremshanka Airlines,?,Yakovlev YAK-40,RA-87468,9441337,0,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.","Krasnoyarsk,Tura",28,24,4,28,24,4
1994,9,28,Paraguay,?,Bahia Negra,0,0,TAM Paraguay,?,Douglas C-47D,FAP2009,34346,0,Crashed after experiencing engine failure.,"Bahia Negra,Asuncion",27,25,2,1,0,1
1994,9,30,Russia,?,Chaibukha,11,10,Arsenyev Aviation Production Association,?,Antonov AN-8,RA-27209,OA-3460,0,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error.","Chaibukha,Provedenia",20,13,7,8,3,5
1994,10,8,Colombia,Vaup챕s,Mit첬,15,45,SELVA,?,Antonov AN-32B,HK3929X,3301,0,"The cargo plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles.","Villavicencio,Mitu",10,5,5,10,5,5
1994,10,12,Iran,?,Natanz,22,50,Iran Asseman Airlines,746,Fokker F-28 Fellowship 1000,EP-PAV,11070,0,"Thirty-five minutes after taking off from Isfahan, the aircraft made an uncontrolled descent after losing power in both engines and crashed into a mountain.","Isfahan,Terhan",66,59,7,66,59,7
1994,10,14,Brazil,?,Formoso do Aragala,22,0,Military - Brazilian Air Force,?,Lockheed C-130E,C-130-2460,4293,0,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded.","Rio de Janeiro,Belem",21,15,6,21,15,6
1994,10,26,Angola,?,Cuito,0,0,Military - Angolan Air Force,?,Mil Mi-8MTV (helicopter),H534,?,0,Shot down by rebel forces.,,22,0,0,22,0,0
1994,10,29,Russia,?,Batagaj,10,32,Yakutavia,?,Antonov AN-2,RA-33008,1G217-55,0,Pitched up and crashed on takeoff. Overweight and improperly loaded.,,19,17,2,7,7,0
1994,10,29,Russia,?,Ust'-Ilimsk,21,30,Aeronica,?,Antonov AN-12A,RA-11790,1340302,0,The cargo plane suddenly pitched down and collided with a hill. Icing.,"Yushno,Ust Ilimsk",23,16,7,23,16,7
1994,10,31,United States of America,Indiana,Roselawn,15,59,American Eagle,4184,ATR-72-212,N401AM,401,0,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions.","Indianapolis,Chicago",68,64,4,68,64,4
1994,11,1,Mexico,?,Cozumel,0,0,Transportes Aereos Pegaso,?,Bell 212,XA-SVS,30824,0,Crashed into the sea off of Cozumel while en route in poor weather condtions.  Fuel exhaustion.,"Cozumel,Chichen Itza",14,13,1,14,13,1
1994,11,4,Indonesia,?,Nabire,0,0,Trigana Air Service,?,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,55,0,"The cargo plane crashed into a mountain a 4,000 ft.","Nabire,Obano",4,2,2,4,2,2
1994,11,5,Peru,?,Saposa,0,0,SA Amazonica,?,Yakovlev YAK-40,OB-1569,9140220,0,"The pilot delayed landing to avoid a pedestrian on the runway, overran the runway and crashed into Saposoa River breaking up.","Trujillo,Saposa",30,26,4,6,5,1
1994,11,16,United States of America,California,Avenal,2,40,Ameriflight,?,Beechcraft C99,N63995,U-178,0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.","Burbank,Oakland",1,0,1,1,0,1
1994,11,22,Papua New Guinea,?,?,11,40,Southwest Air,?,Britten Norman BN-2A Trislander,P2-SWC,835,0,Crashed into a mountain in poor weather conditions.,"Selbang,Bolvovip",7,6,1,7,6,1
1994,11,22,United States of America,Missouri,Bridgeton,22,3,Trans World Airlines / Private,?,McDonnell Douglas DC-9-82 / Cessna 441,N954U/N411KM,49426 / 0196,0,"During its takeoff roll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9.",,142,132,10,2,0,2
1994,11,25,Angola,?,Cuito,0,0,Military - Angolan Air Force,?,Mil Mi-17 (helicopter),H584,?,0,Shot down by UNITA rebel forces.,,22,0,0,22,0,0
1994,12,13,United States of America,North Carolina,Morrisville,18,34,American Eagle,3379,British Aerospace Jetstream 3201,N918AE,918,0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.","Greensboro,Raleigh",20,18,2,15,13,2
1994,12,15,Angola,?,Lobito,6,15,SL Aviation Services,?,Douglas DC-3,N96BF,13321,0,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart.",,2,0,2,2,0,2
1994,12,17,Venezuela,?,Cerro Aicha,10,30,Servivensa,?,Douglas C-47A-10-DK,YV-761C,12476,0,The cargo plane hit trees and crashed short of the runway while attempting to land.,,9,6,3,7,4,3
1994,12,17,Papua New Guinea,?,?,13,20,Missionary Aviation Fellowship,?,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,187,0,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine.","Tabubil,Selbang",28,26,2,28,26,2
1994,12,21,United Kingdom,?,Coventry,9,53,Phoenix Aviation,702,Boeing 737-2D6C,7T-VEE,20758/322,0,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.,"East Midlands,Coventry",5,0,5,5,0,5
1994,12,26,Algeria,?,Algiers,17,0,Air France,8969,Airbus A300B2-1C,F-GBEC,104,3,"While at Algiers Airport, the aircraft was hijacked by terrorists who intended to blow up the plane over Paris, but it was prevented from taking off until after the terrorists had killed three passengers. Fuel consumption during the long standoff put Paris out of range, so the plane flew to Marseille, France, where French forces stormed the plane and killed the four hijackers.They charged the plane by riding three sets of airstairs to the doors.","Alger,Paris",239,227,12,3,3,0
1994,12,29,Turkey,?,Van,15,30,Turkish Airlines (THY),278,Boeing B-737-4Y0,TC-JES,26074/2376,0,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt. Controlled flight into terrain.,"Ankara,Van",76,69,7,57,52,5
1995,1,5,Iran,?,Isfahan,20,45,Military - Iranian Air Force,?,Lockheed 1329 Jetstar 8,1003,5203,0,The plane crashed after the pilot reported a loss of cabin pressure.,"Isfahan,Tehran",12,6,6,12,6,6
1995,1,10,Indonesia,?,?,0,0,Merpati Nusantara Airlines,6715,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,0,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather.","Bima,Ruteng",14,10,4,14,10,4
1995,1,11,Colombia,?,Cartagena,19,38,Intercontinental de Aviacion,256,McDonnell Douglas DC-9-14,HK-3839X,45742/26,0,"While descending from FL 190, ground witnesses saw fire and sparks aboard the plane before it crashed and exploded. One nine-year-old girl survived. Her mother threw her out of the plane and she landed in some soft-water lilies. Possible electrical fire. Possible faulty altimeter.","Bogota,Cartagena",52,47,5,51,46,5
1995,1,14,United States of America,California,Los Angeles,19,45,Air Taxi - Wolfe Air Aviation Ltd.,?,Bell 206B,N2209P,3520,0,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.,"Los Angeles, CA,Burbank, CA",4,3,1,2,2,0
1995,1,17,Nepal,?,Kathmandu,13,59,Royal Nepal Airlines,133,de Havilland Canada DHC-6 Twin Otter 300,9N-ABI,392,0,"The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation.","Kathmandu,Rumjatar",24,21,3,2,1,1
1995,1,20,Russia,Krasnoyarsk,?,19,13,Abakan Airlines,?,Let 410UVP,RA-67120,790316,0,"While taking off the aircraft veered to the right and clipped some trees 2,000 ft. past the runway. Overloaded and possible fuel contamination.","Krasnoyarsk,Abakan",19,17,2,3,1,2
1995,1,20,France,?,Le Bourget,0,0,Leadair - Charter,?,Dassault Falcon 20E,F-GHLN,225,0,"The plane flew into a flock of birds that were injested into the left engine.  The pilot soon after reported an engine fire and that he was returning to the airport.  However, control of the plane was lost and the aircraft crashed.","Paris,Romania",10,7,3,10,7,3
1995,2,16,United States of America,Missouri,Kansas City,20,30,ATI,?,McDonnell Douglas DC-8-63F,N782AL,45929/367,0,"On a positioning flight the crew aborted its first takeoff. On the second takeoff the tail struck the ground and crashed back to the ground. The loss of directional control by the pilot in command during the takeoff roll, and his decision to continue the takeoff and initiate a rotation below the computed rotation airspeed, resulting in a premature lift-off, further loss of control and collision with the terrain. The flight crew's lack of understanding of the three-engine takeoff procedures, and their decision to modify those procedures. The failure of the company to ensure that the flight crew had adequate experience, training, and rest to conduct the nonroutine flight. Contributing to the accident was the inadequacy of Federal Aviation Administration oversight of Air Transport International and Federal Aviation Administration flight and duty time regulations that permitted a substantially reduced flight crew rest period when conducting a nonrevenue ferry flight under 14 Code of Federal Regulations Part 91.","Kansas City,Chicopee",3,0,3,3,0,3
1995,3,16,Russia,?,Ossora,0,0,Aeroflot,?,Antonov 26B,RA-26084,11806,0,The cargo plane flew into high ground while on approach in poor weather conditons. Controllled flight into terrain.,"Petropavlovsk,Ossora",10,4,6,9,3,6
1995,3,31,Romania,?,Balotesti,9,11,Tarom (Transporturile Aeriene Romane),371,Airbus A310-324,YR-LCC,450/395,0,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery. The malfunctioning autothrottle was a recurring problem with this airplane that maintenance had been unable to fix because they could not duplicate Pilots were instructed to keep a hand on the throttle to stop it from happening however, this didn't happen because the captain was incapacitated.","Bucharest,Brussel",60,49,11,60,49,11
1995,4,23,Nigeria,?,Lagos,12,40,Bristow Helicopters,?,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,607,0,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.,"Port Harcourt,Lagos",9,7,2,1,0,1
1995,4,29,Sri Lanka,?,Palaly,0,0,Military - Sri Lanka Air Force,?,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,1768,0,"While returning from Anuradhapura and descending through 3,000 ft the aircraft was shot down with a SAM missile by Tamil separatists.","Anuradhapura,Palaly AFB",52,49,3,52,49,3
1995,5,1,Canada,Ontario,Sioux Falls,13,28,Bearskin Airlines / Air Sandy,362 / 3101,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,CC-827B /?,0,"The SA-227 collided with the Piper PA-31-350 that was taking off while approaching Sioux Lookout. Neither flight crew saw the other aircraft in time to avoid the collision. The Piper crashed into a  wooded area and the Swearing into Lake Seul. Contributing to the occurrence were the inherent limitations of the see-and-avoid concept which preclude the effective separation of aircraft with high closure rates, the fact that neither crew was directly alerted to the presence of the other aircraft by the Flight Service specialist or by onboard electronic equipment and an apparent lack of pilot understanding of how to optimize avoidance maneuvering.","Red Lake,Sioux Lookout  / Sioux Lookout,Red Lake",8,5,3,8,5,3
1995,5,3,Ecuador,?,Quito,0,45,American Jet,?,Grumman Gulfstream II,N409MA,83,0,"Crashed into Cerro Sincholagua mountain at 16,000 ft.  during an approach to Quito. Pilot fatigue may have been a factor.","Buenos Aires,La Paz,Quito",7,5,2,7,5,2
1995,5,9,Colombia,?,Cerro San Jeronimo,16,35,ADES Colombia,?,Curtiss C-46F,HK-3079G,22538,0,Crashed into a mountain during approach in poor weather.,"Mitu,Villavicencio",9,5,4,9,5,4
1995,5,13,United States of America,Idaho,Boise,0,0,Military - U.S. Air Force,?,Lockheed C-130E Hercules,62-1838,3801,0,An engine caught fire shortly after takeoff and the aircraft was not able to make an emergency landing and crashed.,"Boise, ID,Colorado Springs, CO",6,0,6,6,0,6
1995,5,24,United Kingdom,?,Leeds,16,51,Knight Air,816,Embraer 110 P1 Bandeirante,G-OEAA,110-256,0,"The crew had serious problems maintaining their heading after both artificial horizons failed shortly after takeoff. The crew had difficulty controlling the aircraft in turbulent conditions and the plane went into a spiral dive and crashed into a field. One or possibly both of the aircraft's artificial horizons malfunctioned and in the absence of a standby horizon, for which there was no airworthiness requirement, there was no single instrument available for assured attitude reference or simple means of determining which flight instruments had failed. The pilot became spatially disoriented and was unable to maintain control.","Leeds,Aberdeen",12,9,3,12,9,3
1995,5,25,Colombia,?,Miraflores,15,0,LACOL,?,Douglas DC-3C,HK-3213,25659,0,?,"Villavicencio,Miraflores",11,9,2,2,2,0
1995,5,29,Senegal,?,Mbour,0,0,Senegalair,?,Piper PA-31-310 Navajo,6V-AGH,31-205,0,"Ditched in the sea just offshore, after losing an engine on approach. The pilot was not rated for that aircraft type and had very little experience.",,10,8,2,6,4,2
1995,6,9,New Zealand,?,Palmerston North,9,22,Ansett New Zealand,703,de Havilland Canada DHC-8-102,ZK-NEY,55,0,"As the plane approached  Runway 25,  the right main landing gear did not extend. While the captain continued the descent the co-pilot carried out the landing gear alternate extension checklist. The plane descended below the minimum safe step-down altitudes for the approach and struck the top of a ridge line. The captain did not ensure the aircraft intercepted and maintained the approach profile during the non-precision instrument approach. The captain's  unwise decision to get the landing gear lowered without discontinuing the instrument approach. The captain's distraction from the primary task of flying the aircraft safely during the first officer's attempt  to correct a landing gear malfunction.","Auckland,Palmerston North",21,18,3,5,4,1
1995,6,16,Russia,?,Volgograd,0,0,Volga Air,?,Antonov 2R,CCCP-68142,1G195-47,0,Crashed in poor weather condtions.,"Poliny Osipenko,Nikolayevsk,on,Amur",12,0,0,12,0,0
1995,6,16,Russia,?,Herputchi,14,15,Aeroflot,?,Antonov AN-2,RA-07743,1G259-18,0,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.,"Poliny,Nikolayevsk,on,Amur",14,12,2,13,11,2
1995,6,17,Angola,?,Cuvela,0,0,Military - Angolan Air Force,?,CASA 212-200 Aviocar,T401,A53-2-326,0,"The aircraft, carrying members of a local soccer club crashed 10 miles short of it's destination. Adverse weather conditions and overloaded.","Ondjiva,Catumbela",48,45,3,48,45,3
1995,6,24,Nigeria,?,Lagos,16,5,Harka Air Services,?,Tupolev TU-134A,RA-65617,4308068,0,"Crashed while landing in heavy rain. Overshot runway, landing long, and collided with a concrete culvert.","Kaduna,Lagos",80,74,6,16,16,0
1995,6,27,Dominican Rep.,?,La Romana,9,50,Salair,?,Convair CV-440,N356SA,432,0,"After the cargo flight encountered problems en route, the crew tried to return to Santo Domingo but crashed.","Santo Domingo,Aguadilla, Puerto Rico",2,0,2,2,0,2
1995,7,1,Papua New Guinea,?,Kiunga,0,0,Garamut Aviation,?,de Havilland Canada C-7A Caribou,P2-VTC,13,0,The cargo plane lost two engines during its flight to Tabubil and subsequent diversion to Kiunga and crashed short of the runway.,"Port Moresby,Tabubil",3,1,2,3,1,2
1995,7,12,Papua New Guinea,?,Gumey,8,0,Milne Bay Air,?,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,275,0,Crashed on takeoff onto a beach in shallow water. An in-flight fire that originated near the rear cargo hold is believed to have started in a passenger's luggage from some type of flammable liquid.,"Alotou,Dagura",15,13,2,15,13,2
1995,7,17,Indonesia,West Papua,Bintuni,0,0,Merpati Nusantara Airlines,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUT,473,0,The plane lost control during takeoff in heavy rain and veered off the runway crashing into a banana plantation.,,18,16,2,1,0,1
1995,7,18,Madagascar,?,Antananivo,0,0,Military - Madagascar Air Force,?,Douglas C-47A,5R-MMG,19525,0,"The aircraft, carrying a French medical team, crashed while attempting to land at Antananarivo. Double engine failure.","Maintirano,Antananivo",34,29,5,34,29,5
1995,7,25,Papua New Guinea,?,Karamui,0,0,Transniugini Airways,?,Britten-Norman BN-2A Islander,P2-TNT,393,0,Shortly after takeoff the plane rolled to the left and struck the ground. Failure of the No. 1 engine.,,2,1,1,2,1,1
1995,8,2,South Africa,?,Johannesburg,0,0,Aero Air,?,Antonov An-2R,RA-05708,1G153-21,0,During the takeoff cargo shifted in the plane causing the aircraft to lose altitude and crash into power lines.,"Johannesburg,Jamba",3,0,3,3,0,3
1995,8,9,El Salvador,San Vicente,?,20,14,Aviateca,901,Boeing B-737-2H6,N125GU,23849/1453,0,"Crashed into Mt. Chichontepec volcano at 5,900 ft. at night during heavy rain and thunderstorms. Possible damage to the aircraft's DME due to lightning. Confusion between the pilot and ATC due to bad weather and a diversion. The Ground Proximity Warning System had sounded and power was applied but too late.","Guatemala City,San Salvador",65,58,7,65,58,7
1995,8,9,Indonesia,?,Kaimana,0,0,Bourag Indonesia Airlines,?,Hawker Siddeley HS-748 2A,PK-KHL,1735,0,"Crashed into Mt. Komawa at 9,200 ft. in poor weather. Found 8/14/95.","Tual,Langgar,Kaimana",10,6,4,10,6,4
1995,8,14,Colombia,Huila,Nevada del Huila,0,0,AIRES Colombia,145,Embraer 110P1 Bandeirante,HK-2594,110310,0,"Crashed into Nevado de Huila at an elevation of 14,500 feet.","Neiva,Cali",10,8,2,10,8,2
1995,8,21,United States of America,Georgia,Carrollton,12,53,Atlantic Southeast Airlines,529,Embraer 120-RT Brasilia,N256AS,120-122,0,"Shortly after taking off from Atlanta on a flight to Gulfport, the aircraft experienced propeller separation in the left engine while climbing through FL 180. The aircraft hit trees, crashed into a field and burned while trying to make an emergency landing at West Georgia Regional Airport. The in-flight fatigue fracture and separation of a propeller blade resulting in distortion of the left engine nacelle, causing excessive drag, loss of wing lift, and reduced directional control of the airplane. The fracture was caused by a fatigue crack from multiple corrosion pits that were not discovered by Hamilton Standard because of inadequate and ineffective corporate inspection and repair techniques, training, documentation and communication. Two died of their injuries after the accident.","Atlanta,Gulfport",29,26,3,10,9,1
1995,9,1,United States of America,Alaska,Farewell,12,0,North Star Air Cargo,?,Shorts SC-7 Skyvan,N30GA,SH-1839,0,"While en route the cargo plane flew into a 4,800 ft. mountain. The pilot's continued VFR flight into instrument meteorological conditions. The weather was a factor.","Farewell,Anchorage",1,0,1,1,0,1
1995,9,2,United States of America,Arizona,Beaver Dam,8,38,Adventure Airlines,?,Cessna 421C Golden Eagle,N6234G,421C-0265,0,"After climbing to 18,400' msl, the pilot reported a turbocharger problem & reversed course. He said he 'may lose the left engine' & that he was unable to maintain altitude. He diverted to an alternate airport. During a right turn onto final approach, the airplane was observed to cross (overshoot) the extended centerline of the runway. It continued in a right turn back toward the centerline, and then entered a left turn to intercept the inbound course. The turn steepened, and then the airplane entered a spin & crashed 1/2 mile short of the runway. Failure of the pilot to maintain adequate airspeed, while maneuvering on approach, which resulted in an inadvertent stall/spin and uncontrolled collision with terrain. Factors relating to the accident were: the pilot allowed the aircraft weight and balance limitations to be exceeded; the pilot's lack of recurrent training in the make and model of airplane; inadequate maintenance/inspection of the engine exhaust systems; a warped and leaking exhaust system flange on the left engine, which resulted in a loss of power in that engine; and the pilot's improper use of the flaps.","Las Vegas, NV,W. Yellowstone, MT",8,7,1,8,7,1
1995,9,2,Canada,Ontario,Toronto,0,0,Military - Royal Air Force,?,British Aerospace Nimrod MR-2P,XV239,8014,0,"During a low flying turn manuve, at an air show, the pilot caused the plane to stall and crash into the water. The captain made an error in judgement in modifying one of the display manoeuvres to the extent that he stalled the aircraft at a height and attitude from which recovery was impossible.",,7,0,7,7,0,7
1995,9,9,Colombia,Meta,La Macarena,7,15,SAETA,?,CASA 212 Aviocar 200,FAC1152,306,0,"Crashed short of the runway in rain, fog and reduced visibility after diverting from another airport and two landing attempts.","Villavicencio,La Macarena",22,18,4,21,17,4
1995,9,12,Sri Lanka,?,Colombo,7,20,Military - Sri Lanka Air Force,?,Antonov AN-32,CR861,3502,0,"The pilot reported an instrument problem after taking off from Ratmalana Airport and was returning for an emergency landing when the plane fell from 8,000 feet and crashed into the sea.","Ratmalana,Palali base",81,76,5,81,76,5
1995,9,15,Malaysia,?,Tawau,12,22,Malaysia Airlines,2133,Fokker 50,9M-MGH,20174,0,"Following a visual approach, the aircraft landed long and fast and overran the end of the runway into a shanty town while attempting a go-around.","Kota Kinabalu,Tawau",53,49,4,34,32,2
1995,9,21,Mongolia,?,Moron,12,30,MIAT - Mongolian Airlines,?,Antonov AN-24RV,BNMAU-10103,573101103,0,The plane crashed into mountains after a premature descent.,"Ulan Bator,Moron",43,37,6,42,36,6
1995,9,22,United States of America,Alaska,Anchorage,7,45,Military - U.S. Air Force,27,Boeing B-707 (E-3B),77-0354,21554/933,0,"The aircraft suffered multiple bird strikes in the No. 1 and 2 engines just after taking off when it flew into a flock of 100 or more Canada Geese. The crew initiated a slow climb and began to dump fuel. The aircraft attained a maximum altitude of 250 ft. before it started to descend. The plane impacted a hilly wooded area less than a mile from the runway, broke up, exploded and burned.  Ingestion of Canada geese into the Nos.1 and 2 engines. Lack of adequate procedures to reduce bird hazards. The crew was not warned about observations of birds in the area by the ATC.","Anchorage,Elmendorf AFB,Anchorage,Elmendorf AFB",24,20,4,24,20,4
